날짜,교통량,풍속,강우량,북,동,남,서,미세먼지
20200422,0.893,0.583,0.0,0.76,0,0,0.24,0.0666667
20200424,0.949,0.375,0.0,0.7,0,0,0.3,0.0962963
20200425,0.859,0.561,0.0,0,0,0.49,0.51,0.0962963
20200426,0.705,0.435,0.0,0.69,0,0,0.31,0.1703704
20200427,0.901,0.407,0.0,0.73,0,0,0.27,0.1037037
20200428,0.936,0.476,0.0,0,0,0.82,0.18,0.1259259
20200429,0.948,0.407,0.0,0.69,0,0,0.31,0.1407407
20200430,0.812,0.449,0.0,0.82,0,0,0.18,0.1851852
20200501,0.781,0.368,0.0,0.81,0,0,0.19,0.1407407
20200503,0.707,0.268,0.0,0.99,0.01,0,0,0.2148148
20200504,0.902,0.388,0.0,0.73,0,0,0.27,0.1333333
20200506,0.918,0.21,0.0,0.56,0.44,0,0,0.1407407
20200507,0.948,0.398,0.0,0,0.02,0.98,0,0.1185185
20200508,0.957,0.341,0.016,0,0.76,0.24,0,0.0814815
20200509,0.812,0.629,0.169,0,0.02,0.98,0,0.0888889
20200510,0.713,0.384,0.009,0,0,0.56,0.44,0.0666667
20200511,0.903,0.372,0.024,0,0,0.69,0.31,0.1481481
20200512,0.929,0.342,0.005,0.67,0,0,0.33,0.2148148
20200513,0.938,0.317,0.0,0.68,0,0,0.32,0.1111111
20200514,0.945,0.234,0.0,0,1,0,0,0.0740741
20200515,0.887,0.476,0.083,0.99,0.01,0,0,0.0962963
20200516,0.854,0.27,0.017,0.76,0,0,0.24,0.0888889
20200518,0.892,0.183,0.206,0,0.06,0.94,0,0.2074074
20200519,0.893,0.518,0.131,0.58,0.42,0,0,0.2148148
20200520,0.946,0.261,0.0,0.84,0.16,0,0,0.0518519
20200521,0.948,0.334,0.0,0.91,0.09,0,0,0.0222222
20200522,0.969,0.342,0.0,0.67,0,0,0.33,0.0740741
20200523,0.899,0.362,0.0,0.67,0,0,0.33,0.2
20200524,0.719,0.432,0.1,0.72,0,0,0.28,0.237037
20200525,0.92,0.33,0.0,0.69,0,0,0.31,0.1333333
20200526,0.922,0.285,0.01,0.76,0,0,0.24,0.1777778
20200528,0.952,0.271,0.0,0.42,0,0,0.58,0.0962963
20200529,0.961,0.328,0.0,0.71,0,0,0.29,0.1407407
20200530,0.877,0.334,0.0,0.71,0,0,0.29,0.1555556
